,text,is_misinfo,cleaned_text
9994,"Sun's out, guns out, vaccine in https://t.co/hdmXocApnS",0,"Sun's out, guns out, vaccine in"
9995,"Got my 1st dose of #covid_19 vaccine.. Have you got your’s? 

#covid #fighttogether #fight #grateful #gratitude #gogetit #mana https://t.co/vOYZGocIkt",0,Got my st dose of vaccine.. Have you got yours?
9996,"The Spars Pandemic...... a 2017 role play scenario by Johns Hopkins Center for Health Security. 

The bit about an experimental vaccine that they later learn is deadly is pretty interesting. 😬

https://t.co/ntBFPMS9vW",1,The Spars Pandemic...... a role play scenario by Johns Hopkins Center for Health Security. The bit about an experimental vaccine that they later learn is deadly is pretty interesting.
9997,"Got my first jab today - COVAXIN.
Used to contact the local vaccination centers almost everyday to check vaccine availability for 18-45 age group - got it today after asking around for many weeks.
Still, grateful to the Center and Punjab govt. for making this happen.",0,"Got my first jab today - COVAXIN.Used to contact the local vaccination centers almost everyday to check vaccine availability for -45 age group - got it today after asking around for many weeks.Still, grateful to the Center and Punjab govt. for making this happen."
9998,"Got my first jab, had to travel 90km away from home if I didn't want to wait 3 or 4 days more, but happy to do some vaccine tourism. Grateful to our public health system @salutcat. Once you get your jab you have to wait for 15 minutes in a big hall in case you have any reaction. https://t.co/qYmRMBbiuj",0,"Got my first jab, had to travel km away from home if I didn't want to wait or days more, but happy to do some vaccine tourism. Grateful to our public health system . Once you get your jab you have to wait for minutes in a big hall in case you have any reaction."
9999,"Alhamdulillah, mama finally got her vaccine appointment date",0,"Alhamdulillah, mama finally got her vaccine appointment date"
10000,"TRIVIA: mRNA experimental injections, like the Pfizer COVID-19 shots are not new. However, the current ones were not tested on animals because for years, every time they injected mRNA into animals, the animals would die. So, they just skipped straight to humans this time",1,"TRIVIA: mRNA experimental injections, like the Pfizer COVID-19 shots are not new. However, the current ones were not tested on animals because for years, every time they injected mRNA into animals, the animals would die. So, they just skipped straight to humans this time"
10001,Got my second vaccine shot a couple days ago and to say I was knocked out for a day and a half would not be an exaggeration. Grateful though and would rather a couple of days of flu like symptoms than COVID.,0,Got my second vaccine shot a couple days ago and to say I was knocked out for a day and a half would not be an exaggeration. Grateful though and would rather a couple of days of flu like symptoms than COVID.
10002,Have you got your vaccinations done ??? I have got my first jab of vaccine done and hoping that this will lead us to a better world Inshallah if we all get vaccinated. #Covid19 #GotVaccinated #KulsoomHazara https://t.co/khKOaXwwu5,0,Have you got your vaccinations done ??? I have got my first jab of vaccine done and hoping that this will lead us to a better world Inshallah if we all get vaccinated.
10003,I had a brilliant morning at @cruciblesheff vaccinating the young people of #Sheffield. Such a huge turnout and some queued for 5 hours to have their vaccine! Really grateful to @stjohnambulance for this opportunity 💉 #CovidVaccine #Sheffieldissuper #mysjaday https://t.co/zjDjMWpiKC,0,I had a brilliant morning at vaccinating the young people of . Such a huge turnout and some queued for hours to have their vaccine! Really grateful to for this opportunity
10004,"15 More '$50,000 Friday' Calif. Vaccine Lottery Winners Picked https://t.co/KjGiHwo5wI This period in history will be declared as ""society follows mad scientists to extinction""  Really, you got to bribe people to take an experimental mRNA shot, madness.",1,"More '$50,000 Friday' Calif. Vaccine Lottery Winners Picked This period in history will be declared as ""society follows mad scientists to extinction"" Really, you got to bribe people to take an experimental mRNA shot, madness."
10005,#vaccineskill FaceBook is so biased!! I posted something that could and would have saved lives but because it didn’t fit the narrative about poisoning everyone with a toxic vaccine they blocked it!! WHAT HAS HAPPENED TO FREEDOM OF SPEECH??,1,FaceBook is so biased!! I posted something that could and would have saved lives but because it didnt fit the narrative about poisoning everyone with a toxic vaccine they blocked it!! WHAT HAS HAPPENED TO FREEDOM OF SPEECH??
10006,"Vaccine researcher admits ‘big mistake,’ says spike protein is dangerous ‘toxin’

(NOTE: Please read the entirety of Contact Report 758 for additional details about the deadly vaccines.)
https://t.co/jGo0nZu0wT

(https://t.co/7bdf8QKy5g)
https://t.co/1DC3OblmBd https://t.co/vIzVXxHDkt",1,"Vaccine researcher admits big mistake, says spike protein is dangerous toxin(NOTE: Please read the entirety of Contact Report for additional details about the deadly vaccines.)"
10007,Vaccine day and feel so grateful let's do this 💉,0,Vaccine day and feel so grateful let's do this
10008,"Got my first vaccine dose today!

One step closer to ending COVID and protecting those who cannot receive the vaccine themselves.

I'm grateful to the researchers, trial participants and NHS that have made this possible. 

Thank you! ❤️💙 
#vaccinated 
#nhs
#COVID19 
#Covid19UK https://t.co/RW2La42Kjl",0,"Got my first vaccine dose today!One step closer to ending COVID and protecting those who cannot receive the vaccine themselves.I'm grateful to the researchers, trial participants and NHS that have made this possible. Thank you!"
10009,"✨One for the memory.✨ Alhamdulillah. Took my first dose of vaccine today. Please register yourself for vaccine if you have not done it.
Together we move towards herd immunity. 💪💪💪
#CucukMYAZ #LindungDiriLindungSemua https://t.co/XO1AbIc7DX",0,One for the memory. Alhamdulillah. Took my first dose of vaccine today. Please register yourself for vaccine if you have not done it.Together we move towards herd immunity.
10010,"PROTECT OUR CHILDREN - Say NO to vaccine.
Their population has lowest risk. Children under 16 have 4x risk of influenza than Covid - but experimental mRNA spike proteins &amp; adjuvants are untested dangers
#COVID19 #CovidVaccine #Children #healthcare #Health 
https://t.co/o9CZvHhYSd",1,PROTECT OUR CHILDREN - Say NO to vaccine.Their population has lowest risk. Children under have x risk of influenza than Covid - but experimental mRNA spike proteins &amp; adjuvants are untested dangers
10011,"1,295 DEAD in UK Following COVID Bioweapon Shots – Italy Halts AstraZeneca Shots After Teen Dies https://t.co/VqgB845Pv6",1,DEAD in UK Following COVID Bioweapon Shots Italy Halts AstraZeneca Shots After Teen Dies
10012,Most my family member got their vaccine appointment ahead. Alhamdulillah. That's so reassured.,0,Most my family member got their vaccine appointment ahead. Alhamdulillah. That's so reassured.
10013,Alhamdulillah! My parent have receive an appointment for 1st dose vaccine,0,Alhamdulillah! My parent have receive an appointment for st dose vaccine
10014,2nd Vaccine date confirmed  @NHSScotland 🙏 #grateful,0,nd Vaccine date confirmed
10015,"My mom: if people eat flaming hot Cheetos, they shouldn’t worry about what’s in the vaccine 

😂😂😂😂😂😂😂😂",0,"My mom: if people eat flaming hot Cheetos, they shouldnt worry about whats in the vaccine"
10016,Good Saturday Morning with the birds chirping out my patio here feeling thankful I've had my second vaccine and grateful for all the fabulous Health care workers,0,Good Saturday Morning with the birds chirping out my patio here feeling thankful I've had my second vaccine and grateful for all the fabulous Health care workers
10017,"https://t.co/OSHSPgonSp
Kids will suffer heart problems and even death if they are forced to take the poison Vaccine",1,will suffer heart problems and even death if they are forced to take the poison Vaccine
10018,Had my first vaccine today and my arm aches so much already😅 but so grateful to have been offered it early!,0,Had my first vaccine today and my arm aches so much already but so grateful to have been offered it early!
10019,"The best present I received on my 29th birthday, my invite to get #vaccinated! 😊

As a daughter and carer to a clinically vulnerable parent, I'm feeling so grateful today for that extra protection! ❤

#WhatItMeansToMe | #Pfizer | #ThankYouNHS https://t.co/4Ugu10zmqq",0,"The best present I received on my th birthday, my invite to get ! As a daughter and carer to a clinically vulnerable parent, I'm feeling so grateful today for that extra protection! | |"
10020,"1,295 DEAD in UK Following COVID Bioweapon Shots - Italy Halts AstraZeneca Shots After Teen Dies https://t.co/yuciTxTbtr",1,DEAD in UK Following COVID Bioweapon Shots - Italy Halts AstraZeneca Shots After Teen Dies
10021,Grateful to now be double jabbed! #FullyVaccinated #AstraZeneca,0,Grateful to now be double jabbed!
10022,"Do not get tested , wear a mask or get the killer vaccine. You are helping them destroy our freedoms . Wake the F…K up",1,"Do not get tested , wear a mask or get the killer vaccine. You are helping them destroy our freedoms . Wake the FK up"
10023,"Thanks to the Black Boston COVID-19 Coalition and all of their partners who helped organize this new billboard and medical van. Your work has positively impacted our community, and I am incredibly grateful. Please get the #COVID19 vaccine if you haven’t. https://t.co/kUvTINtaOR",0,"Thanks to the Black Boston COVID-19 Coalition and all of their partners who helped organize this new billboard and medical van. Your work has positively impacted our community, and I am incredibly grateful. Please get the vaccine if you havent."
10024,Fully vaccinated and so grateful! #Pfizer 💉 https://t.co/CII8bGHj0C,0,Fully vaccinated and so grateful!
10025,The only reason anyone died is that they were blocked from access to HCQ and Ivermectin in order to leave a deadly vaccine as the only alternative.,1,The only reason anyone died is that they were blocked from access to HCQ and Ivermectin in order to leave a deadly vaccine as the only alternative.
10026,GRATEFUL FOR THE SHOT COVID-19 VACCINE CLINIC UPDATE https://t.co/qo5syHYhOf,0,GRATEFUL FOR THE SHOT COVID-19 VACCINE CLINIC UPDATE
10027,"Lawsuits is set to follow on WhO, governments, doctors, influencers who promoted the gene therapy (masquerading as vaccine) after former WHO employee testified to lawyers about pharmas managed WhO  to declare public health emergency

@Drs4CovidEthics 

https://t.co/GjBeqiMQrx",1,"Lawsuits is set to follow on WhO, governments, doctors, influencers who promoted the gene therapy (masquerading as vaccine) after former WHO employee testified to lawyers about pharmas managed WhO to declare public health emergency"
10028,"Alhamdulillah, both of my parents completed 2 dose of vaccine.  🤲🏻🤲🏻",0,"Alhamdulillah, both of my parents completed dose of vaccine."
10029,"What a lovely week, vaccine, an in person audition, handing in my dissertation and the sun has been glorious! #grateful ⭐🤞🏻",0,"What a lovely week, vaccine, an in person audition, handing in my dissertation and the sun has been glorious!"
10030,"Police in India Force Unvaccinated to Wear Skull and Crossbones Signs https://t.co/tjPAQ3rBqE via @BreitbartNews experimental ""vaccine"" so wonderful populations are being shamed, ostracized or bribed to get it What a win win for big  Pharma",1,"Police in India Force Unvaccinated to Wear Skull and Crossbones Signs via experimental ""vaccine"" so wonderful populations are being shamed, ostracized or bribed to get it What a win win for big Pharma"
10031,Frantically searching for any available fabric face mask to double mask bc I need to accompany mom for vaccine this thursday lol alhamdulillah ada,0,Frantically searching for any available fabric face mask to double mask bc I need to accompany mom for vaccine this thursday lol alhamdulillah ada
10032,Just got my J&amp;J vaccine on a voluntary scene run by @practio in Denmark - they’ve taken J&amp;J and Oxford-AZ off the main rotar. Very grateful to jump ahead on this - my Pfizer would have been completed in 8 weeks from now. #CovidVaccine #janssenvaccine #practio https://t.co/WjfgZmRVtB,0,Just got my J&amp;J vaccine on a voluntary scene run by in Denmark - theyve taken J&amp;J and Oxford-AZ off the main rotar. Very grateful to jump ahead on this - my Pfizer would have been completed in weeks from now.
10033,"Surprised vaccine-date. But alhamdulillah, 1st dose done! 🙂 https://t.co/9kayhvie61",0,"Surprised vaccine-date. But alhamdulillah, st dose done!"
10034,"""You can stick you New World order up your ass"". Beautiful

You can stick you New World order up your ass. You can stick the phony virus up your ass. You can stick your poison vaccine, along with poison Nancy, You can stick that ugly has been up your ass!

https://t.co/jB6v9iyNCp",1,"""You can stick you New World order up your ass"". BeautifulYou can stick you New World order up your ass. You can stick the phony virus up your ass. You can stick your poison vaccine, along with poison Nancy, You can stick that ugly has been up your ass!"
10035,"Dear Honorable President @POTUS, Kindly gift 2 million doses Oxford/AstraZeneca COVID-19 vaccine for Bangladeshi people from US vaccine store by @USAID @usembassydhaka @USAmbBangladesh! Bangladeshi people are really grateful to US govt. for your enormous support in many sectors! https://t.co/Pja31wyB8D",0,"Dear Honorable President , Kindly gift million doses Oxford/AstraZeneca COVID-19 vaccine for Bangladeshi people from US vaccine store by ! Bangladeshi people are really grateful to US govt. for your enormous support in many sectors!"
10036,"I had my 2nd #Pfizer #vaccination yesterday. Zero discomfort. Zero side effects. 100% #grateful. Thank you #Pfizer, thank you Dereck &amp; Nick (my 2 vaccinators). Help yourself help others, please go get vaccinated. #HealTheWorld @HelenORahilly @ArleneHarris11",0,"I had my nd yesterday. Zero discomfort. Zero side effects. % . Thank you , thank you Dereck &amp; Nick (my vaccinators). Help yourself help others, please go get vaccinated."
10037,"I’m fully vaccinated and entirely grateful. Thank you to every researcher, NHS staff and everyone involved in the vaccine rollout. 🙌💉 https://t.co/vnpHoEyWmm",0,"Im fully vaccinated and entirely grateful. Thank you to every researcher, NHS staff and everyone involved in the vaccine rollout."
10038,"Alhamdulillah.. I got my first vaccine dose and I’m so happy! Big thanks to all the scientists and health practitioners that made this possible 💜

Antrian no 910, baru selesai 😊 https://t.co/Pdc1PgWZg6",0,"Alhamdulillah.. I got my first vaccine dose and Im so happy! Big thanks to all the scientists and health practitioners that made this possible Antrian no , baru selesai"
10039,Alhamdulillah the vaccine hasn’t affected me 🙏🏽.,0,Alhamdulillah the vaccine hasnt affected me .
10040,"Stop taking an experimental vaccine, sheeple!! 

Ontario doctors probing three cases of heart inflammation in teens following mRNA vaccination https://t.co/ozdkdjjg10",1,"Stop taking an experimental vaccine, sheeple!! Ontario doctors probing three cases of heart inflammation in teens following mRNA vaccination"
10041,"SHOT DAMAGES YOUR BRAINSTEM:

Hypothesis 

Phizer &amp; Moderna's experimental MRNA contains a MAGNETIZED nano particle tht crosses the bloodbrain barrier &amp; goes straight to the brain 

Deep brain structures are being destroyed
 
Naledi #SAAPrivatised https://t.co/nRndMJxRoc",1,SHOT DAMAGES YOUR BRAINSTEM:Hypothesis Phizer &amp; Moderna's experimental MRNA contains a MAGNETIZED nano particle tht crosses the bloodbrain barrier &amp; goes straight to the brain Deep brain structures are being destroyed Naledi
10042,"Rachel McKinney: 35-year-old British healthcare worker develops multiple sclerosis, dead three months after experimental Pfizer mRNA shots - The COVID Blog https://t.co/eCS08MybIG",1,"Rachel McKinney: -year-old British healthcare worker develops multiple sclerosis, dead three months after experimental Pfizer mRNA shots - The COVID Blog"
10043,1st vaccine ✔️ so grateful,0,st vaccine so grateful
10044,"Our parent - Stumpp Schuele &amp; Somappa Springs Pvt. Ltd. successfully conducted a vaccine drive for 400 employees and their families today. We are eternally grateful &amp; blessed. Stay healthy &amp; stay safe, the battle is close to won. #IndiaFightsCOVID19 #GetVaccinated",0,"Our parent - Stumpp Schuele &amp; Somappa Springs Pvt. Ltd. successfully conducted a vaccine drive for employees and their families today. We are eternally grateful &amp; blessed. Stay healthy &amp; stay safe, the battle is close to won."
10045,"Feeling incredibly grateful to receive my first Covid vaccine today, science is incredible 💉#vaccine #Pfizer https://t.co/cugPf8CbLr",0,"Feeling incredibly grateful to receive my first Covid vaccine today, science is incredible"
10046,Delighted World Leaders to donate vaccines but it still won’t be enough. We are doing our bit to help by raising money for less fortunate countries. If you are grateful for your vaccine please think about helping someone else. £6 could save their life. https://t.co/UYh7RxQdTr,0,Delighted World Leaders to donate vaccines but it still wont be enough. We are doing our bit to help by raising money for less fortunate countries. If you are grateful for your vaccine please think about helping someone else. could save their life.
10047,"Got my first dose of the Pfizer vaccine today and the efficiency + kindness of all the vaccine staff was amazing. It was so so fast, but still felt friendly. Grateful for the NHS + people on the ground putting in the hours to get us all vaccinated 🙌🏻",0,"Got my first dose of the Pfizer vaccine today and the efficiency + kindness of all the vaccine staff was amazing. It was so so fast, but still felt friendly. Grateful for the NHS + people on the ground putting in the hours to get us all vaccinated"
10048,"Got #vaccinated
💉
1st dose #Sinopharm 🇨🇳
Go get your's to bring back life to normal routine
#alhamdulillah",0,Got dose Go get your's to bring back life to normal routine
10049,I’ve reached out to a very kind soul that help all pregnant lady to get their vaccine. Alhamdulillah she responded to my message and will confirm with by tonight. I do hope its a good news. All I care is about my baby health. Thats All!!! https://t.co/rXpaKoKs0e,0,Ive reached out to a very kind soul that help all pregnant lady to get their vaccine. Alhamdulillah she responded to my message and will confirm with by tonight. I do hope its a good news. All I care is about my baby health. Thats All!!!
10050,"https://t.co/DNFCSqIGIN]

More people losing their sight with the toxic jab.  It isn't a vaccine it is gene therapy.",1,]More people losing their sight with the toxic jab. It isn't a vaccine it is gene therapy.
10051,"Had one day of feeling tired post-Pfizer, but have woken up today feeling fit, happy and healthy! 😆 feeling super grateful sat in the sun drinking coffee this morning ☀️ happy Saturday ❤️ #SaturdayMorning",0,"Had one day of feeling tired post-Pfizer, but have woken up today feeling fit, happy and healthy! feeling super grateful sat in the sun drinking coffee this morning happy Saturday"
10052,Grateful to have my second vaccine. Important to prect myself and others. @GeraldineR16 @SheilaSobrany @RuthOshikanlu @Five2Medics @DrChiChiEkhator @joycefletcher18 @CNOBME_SAG @RCN_inclusion @MarshaLTJones @marciadixonpr @AkenkideE @fernandof1974 @chargladstone @wendyolayiwola https://t.co/AF1n7eDyyN,0,Grateful to have my second vaccine. Important to prect myself and others.
10053,"Truth about Pfizer 👇🏿
Moderna and Pfizer both are owned by gill bates foundation.

His pet ""Depopulation"" pogrom❓
A link between Covid-19 vaccination and a cardiac illness may be getting clearer - CNN
https://t.co/am9OQtX5Cv",1,"Truth about Pfizer Moderna and Pfizer both are owned by gill bates foundation.His pet ""Depopulation"" pogromA link between Covid-19 vaccination and a cardiac illness may be getting clearer - CNN"
10054,"Colorado Springs Woman With Permanent Injuries Following J&amp;J Experimental Vaccine Stuck With $1 Million In Medical Bills, But Don’t Expect J&amp;J To Pay Anything https://t.co/bsjPva9Jj6",1,"Colorado Springs Woman With Permanent Injuries Following J&amp;J Experimental Vaccine Stuck With $1 Million In Medical Bills, But Dont Expect J&amp;J To Pay Anything"
10055,Kids getting heart injury after this so called “vaccine” . Treatment is 3-6 months of medication &amp; no exercise to prevent heart failure. #BioWeapon https://t.co/BoIiqGqPxg,1,Kids getting heart injury after this so called vaccine . Treatment is -6 months of medication &amp; no exercise to prevent heart failure.
10056,Alhamdulilah never got hit by Covid and today is my Biontech Pfizer first shot ✅,0,Alhamdulilah never got hit by Covid and today is my Biontech Pfizer first shot
10057,The scientists that developed the #AstraZeneca vaccine produced the least effective most deadly vaccine of all those approved. Now they get an award for that? 🙄  One or two more variants and it will be useless.  #BBCBreakfast #CovidVaccine #COVID19 #Covid19UK,1,The scientists that developed the vaccine produced the least effective most deadly vaccine of all those approved. Now they get an award for that? One or two more variants and it will be useless.
10058,Congratulation to Profesaor Sarah Gilbert for her lead development of Oxford-AstraZeneca vaccine on the Queen's birthday Honor list. There were lots of difficulties &amp; criticism on the vaccine but I sure am grateful I have been jabbed with it.,0,Congratulation to Profesaor Sarah Gilbert for her lead development of Oxford-AstraZeneca vaccine on the Queen's birthday Honor list. There were lots of difficulties &amp; criticism on the vaccine but I sure am grateful I have been jabbed with it.
10059,Did you read the moron's story about how he survived his vaccine shot? He's so grateful. How can one person get so stupid in one lifetime? The chances of a kid getting sick and dying is pretty small...so why get a shot whose purpose to end life according to Bill Gates.,0,Did you read the moron's story about how he survived his vaccine shot? He's so grateful. How can one person get so stupid in one lifetime? The chances of a kid getting sick and dying is pretty small...so why get a shot whose purpose to end life according to Bill Gates.
10060,"VACCINE TERROR SQUAD: AstraZeneca’s rap sheet of criminal acts and medical fraud, including their experimental Covid-19 vaccine (op-ed) https://t.co/ttkVo076Ge",1,"VACCINE TERROR SQUAD: AstraZenecas rap sheet of criminal acts and medical fraud, including their experimental Covid-19 vaccine (op-ed)"
10061,Alhamdulillah Ayah got his vaccine appointment. May everything going smooth for ayah &amp; Ayah doing well after vaccination..,0,Alhamdulillah Ayah got his vaccine appointment. May everything going smooth for ayah &amp; Ayah doing well after vaccination..
10062,"My mom and all my aunts &amp; uncles, who supposed to take the jab, all vigorously refuse to take the experimental, gene altering, magnetic, nano-particle laced vaccine!!!  @Jagman4sho @GongGotha",1,"My mom and all my aunts &amp; uncles, who supposed to take the jab, all vigorously refuse to take the experimental, gene altering, magnetic, nano-particle laced vaccine!!!"
10063,It’s vaccine day! Feel like I’ve waited forever for this. Beyond grateful for our NHS.,0,Its vaccine day! Feel like Ive waited forever for this. Beyond grateful for our NHS.
10064,"I'm so grateful I was fine through DMing my d&amp;d game tonight, because about five minutes after it ended, vaccine side effects hit me like a TRUCK",0,"I'm so grateful I was fine through DMing my d&amp game tonight, because about five minutes after it ended, vaccine side effects hit me like a TRUCK"
10065,"Alhamdulillah, had a literal sigh of relief after Ayah &amp; Ibu got their first vaccine dose today. 🙇‍♂️",0,"Alhamdulillah, had a literal sigh of relief after Ayah &amp; Ibu got their first vaccine dose today."
10066,"Alhamdulillah my parents vaccinated with comirnaty Pfizer. May Allah continues to bless them with good health. Aamiin..
#Pfizer https://t.co/UBehcGIRs2",0,Alhamdulillah my parents vaccinated with comirnaty Pfizer. May Allah continues to bless them with good health. Aamiin..
10067,Alhamdulillah my mom age of 60 vaccinate 1st dose of Astrazeneca vaccine 930am 12.06.2021 at IKBN Miri. Whole process went well🥰. @JKJAVMY #staysafe #AstraZeneca https://t.co/Uju7bYL616,0,Alhamdulillah my mom age of vaccinate st dose of Astrazeneca vaccine am at IKBN Miri. Whole process went well.
10068,"Stumbled across this essay by @pmarca earlier, and the bleak tone of the early pandemic really makes you feel grateful for the speed of vaccine development and general efficiency of the stimulus delivery https://t.co/hx2SS6QDNf",0,"Stumbled across this essay by earlier, and the bleak tone of the early pandemic really makes you feel grateful for the speed of vaccine development and general efficiency of the stimulus delivery"
10069,Had the privilege of playing DnD in person for the first time in over a year tonight. Getting the COVID vaccine is what gave me the chance to play with these amazing people again and I am forever grateful to those who worked on the vaccine,0,Had the privilege of playing DnD in person for the first time in over a year tonight. Getting the COVID vaccine is what gave me the chance to play with these amazing people again and I am forever grateful to those who worked on the vaccine
10070,Parents both also dah got their vaccines. Ibu last April while Ayah last month. Completed two doses of Pfizer. I’m so freaking grateful my parents jenis yang educated &amp; ada awareness. I hope parents orang lain pun sama cenggini 🙏🏽,0,Parents both also dah got their vaccines. Ibu last April while Ayah last month. Completed two doses of Pfizer. Im so freaking grateful my parents jenis yang educated &amp; ada awareness. I hope parents orang lain pun sama cenggini
10071,"Alhamdulillah ayah, mummy and aunties and few cousin done vaccine 1st dose. Mine lambertttttttt lagi",0,"Alhamdulillah ayah, mummy and aunties and few cousin done vaccine st dose. Mine lambertttttttt lagi"
10072,Alhamdulillah. Done first jab of covid19 vaccine. #cucukmyaz 💉 Thank you for great services from all staffs at BCCK🥰 @ Borneo Convention Centre Kuching (BCCK) https://t.co/c7uNwbEvyF,0,Alhamdulillah. Done first jab of covid19 vaccine. Thank you for great services from all staffs at BCCK Borneo Convention Centre Kuching (BCCK)
10073,"prepare to be hungry.

AlhamduLillah. I play my part. done 1dose of vaccine. pakai baju short sleeve shirt and sweater. nak cucuk, buka sweater.

btw, handsomeee and cantik oh doctor and MA. 😍",0,"prepare to be hungry.AlhamduLillah. I play my part. done dose of vaccine. pakai baju short sleeve shirt and sweater. nak cucuk, buka sweater.btw, handsomeee and cantik oh doctor and MA."
10074,"Alhamdulillah both of my parents finally vaccinated! Proud of them to finally agree to get vaccinated. Yay! 😍😍🎊❤️

Mama: Sinovac
Abah: AstraZeneca https://t.co/SwAQaJYvWa",0,Alhamdulillah both of my parents finally vaccinated! Proud of them to finally agree to get vaccinated. Yay! Mama: SinovacAbah: AstraZeneca
10075,⁦@VTSandsman⁩ please reconsider mandatory vaccines. Please research this unproven vaccine. One week ago #VirginiaTech website said it would not mandate a vaccine that was not FDA approved. What happened? Too late to transfer. Now what?  https://t.co/NlLf6mPDsi,1,please reconsider mandatory vaccines. Please research this unproven vaccine. One week ago website said it would not mandate a vaccine that was not FDA approved. What happened? Too late to transfer. Now what?
10076,"⁦@VTSandsman⁩ this vaccine is only months old. It is not FDA approved. It is an unproven vaccine, never been used before. Let students process and decide. Too much, too soon.  https://t.co/iF24OTi6ae",1,"this vaccine is only months old. It is not FDA approved. It is an unproven vaccine, never been used before. Let students process and decide. Too much, too soon."
10077,"Stop colleges from forcing the least affected from the virus from taking an experimental vaccine with now known heart inflammation, hurting or killing our young.  Stop the experimental vaccine.",1,"Stop colleges from forcing the least affected from the virus from taking an experimental vaccine with now known heart inflammation, hurting or killing our young. Stop the experimental vaccine."
10078,Please reconsider mandatory vaccines. Not FDA approved. It is an unproven vaccine. We do not know future side effects ..⁦@VTSandmann⁩ #VirginiaTech #Hokies #Virginia_Tech.  https://t.co/Cmhw8u6TYU,1,Please reconsider mandatory vaccines. Not FDA approved. It is an unproven vaccine. We do not know future side effects .. .
10079,25x greater chance of young people getting serious heart inflammation from the experimental vaccine. This is happening! Stop the vaccine rollout for the young and prosecute big tech for suppressing the censorship.  Parents need to be told truths.There is more risk taking vaccine,1,x greater chance of young people getting serious heart inflammation from the experimental vaccine. This is happening! Stop the vaccine rollout for the young and prosecute big tech for suppressing the censorship. Parents need to be told truths.There is more risk taking vaccine
10080,"So grateful to be part of the 43,882 people administered a vaccine yesterday across #Victoria &amp; 132,916 across Australia 🇦🇺 

#Dose2 
#FullyVaccinated ✔️😎🎉
#ThanksScience 🙌🏼🥰🤩

Great care provided by Nurse Cheryl @Austin_Health 👏🏼👏🏼👏🏼 https://t.co/NTvvvB6Pep",0,So grateful to be part of the people administered a vaccine yesterday across &amp; across Australia Great care provided by Nurse Cheryl
10081,"Dr #Zelenko #HCQ calls child #vaccine #mandate ‘coercive #human #experimentation, #crimes against #humanity’!#Science #BigPharma #Experimental
https://t.co/jkW4asAyLf",1,"Dr calls child coercive , against ! ://"
10082,"Yes, take that Indian Univ - serves you right for trying to require dangerous, experimental vaccines!  https://t.co/xsiGfNwDpj",1,"Yes, take that Indian Univ - serves you right for trying to require dangerous, experimental vaccines!"
10083,The phrase “experimental vaccine” is the most ridiculous shit I’ve ever heard.,0,The phrase experimental vaccine is the most ridiculous shit Ive ever heard.
10084,Got my first dividend of 1.36 from @pfizer and my .14 from @Chevron. IM GRATEFUL for what I got……to give to @AMC_Ent #AMCPARTY $AMC #HODL #BUYTHEDIP https://t.co/Iax4oLLJK5,0,Got my first dividend of from and my .14 from . IM GRATEFUL for what I gotto give to $AMC
10085,I am fully vaccinated! #Moderna was reminded what a terrible hangover felt like 🥴 but very grateful!,0,I am fully vaccinated! was reminded what a terrible hangover felt like but very grateful!
10086,"My kid got 3 shots with 5 vaccinations today (we missed last year's with the pandemic). 

I am SO grateful to science that we have the ability to eradicate these deadly diseases that our kids were at risk for. 

Equally grateful for my own COVID vaccine too. 

Science rules ❤️",0,My kid got shots with vaccinations today (we missed last year's with the pandemic). I am SO grateful to science that we have the ability to eradicate these deadly diseases that our kids were at risk for. Equally grateful for my own COVID vaccine too. Science rules
10087,"https://t.co/FOOS7K6ycO
TROUBLED PLANT? HECK CHANCES ALL ARE! MIXING UP EXPERIMENTAL GENE THERAPIES!!!",1,PLANT? HECK CHANCES ALL ARE! MIXING UP EXPERIMENTAL GENE THERAPIES!!!
10088,Got my second dose of Pfizer today and couldn’t be more grateful to everyone who made this possible!! #GetVaccinated,0,Got my second dose of Pfizer today and couldnt be more grateful to everyone who made this possible!!
10089,"Since learning this week on the news that the COVID vaccine might give you an enlarged heart, I am grateful to @RazorbackBSB for going easy on my old ticker tonight. #WPS https://t.co/4DxruAu0x3",0,"Since learning this week on the news that the COVID vaccine might give you an enlarged heart, I am grateful to for going easy on my old ticker tonight."
10090,"After the FDA ordered J &amp; J to dispose of 60 million doses of #COVID19 vaccine it got me thinking......

How many people got this jab before the order?

Hopefully someone kept track....

Yeah right.....of an experimental drug.",1,After the FDA ordered J &amp; J to dispose of million doses of vaccine it got me thinking......How many people got this jab before the order?Hopefully someone kept track....Yeah right.....of an experimental drug.
10091,Americans are like “you're really gonna get that vaccine when you don't know what's in it?” sir the milk you drink is banned in my country I feel like you don’t have to worry about what’s in the vaccine,0,Americans are like you're really gonna get that vaccine when you don't know what's in it? sir the milk you drink is banned in my country I feel like you dont have to worry about whats in the vaccine
10092,Thanks to @VaxHuntersCan I was able to get my second dose of Moderna 11 weeks ahead of my scheduled date! Forever grateful.,0,Thanks to I was able to get my second dose of Moderna weeks ahead of my scheduled date! Forever grateful.
10093,"Caused by monkey DNA in the poison. AstraZeneca poison for sure waiting for updates on the other poisons. It alters DNA and is designed for depopulation. Wake the fuck up!!!
#rebellionismycreed https://t.co/f0pbSqEmym",1,Caused by monkey DNA in the poison. AstraZeneca poison for sure waiting for updates on the other poisons. It alters DNA and is designed for depopulation. Wake the fuck up!!!
